start_time,time_center,end_time,product_name,product_code,normalized_param_1_output_1,normalized_param_2_output_2,normalized_param_3_output_3,normalized_param_4_output_4,normalized_param_5_output_5,normalized_param_6_output_6,normalized_param_7_output_7,normalized_param_8_output_8,normalized_param_9_output_9,normalized_param_10_output_10,normalized_param_11_output_11,normalized_param_12_output_12,normalized_param_13_output_13,normalized_param_14_output_14,normalized_param_15_output_15,normalized_param_16_output_16,normalized_param_17_output_17,normalized_param_18_output_18,normalized_param_19_output_19,normalized_param_20_output_20,normalized_param_21_output_21,normalized_param_22_output_22,normalized_param_23_output_23,normalized_param_24_output_24,normalized_param_25_output_25,normalized_param_26_output_26,normalized_param_27_output_27,normalized_param_28_output_28,normalized_param_29_output_29,normalized_param_30_output_30,normalized_param_31_output_31,normalized_param_32_output_32,normalized_param_33_output_33,normalized_param_34_output_34,normalized_param_35_output_35,normalized_param_36_output_36,normalized_param_37_output_37,normalized_param_38_output_38,normalized_param_39_output_39,normalized_param_40_output_40,normalized_param_41_output_41,normalized_param_42_output_42,normalized_param_43_output_43,normalized_param_44_output_44,normalized_param_45_output_45,normalized_param_46_output_46,normalized_param_47_output_47,normalized_param_48_output_48,normalized_param_49_output_49,normalized_param_50_output_50,normalized_param_51_output_51,normalized_param_52_output_52,normalized_param_53_output_53,normalized_param_54_output_54,normalized_param_55_output_55,normalized_param_56_output_56,normalized_param_57_output_57,normalized_param_58_output_58,normalized_param_59_output_59,normalized_param_60_output_60,normalized_param_61_output_61,normalized_param_62_output_62,normalized_param_63_output_63,normalized_param_64_output_64,normalized_param_65_output_65,normalized_param_66_output_66,normalized_param_67_output_67,normalized_param_68_output_68,normalized_param_69_output_69,normalized_param_70_output_70,normalized_param_71_output_71,normalized_param_72_output_72,normalized_param_73_output_73,normalized_param_74_output_74,normalized_param_75_output_75,normalized_param_76_output_76,normalized_param_77_output_77,normalized_param_78_output_78,normalized_param_79_output_79,normalized_param_80_output_80,normalized_param_81_output_81,normalized_param_82_output_82,normalized_param_83_output_83,normalized_param_84_output_84,normalized_param_85_output_85,normalized_param_86_output_86,normalized_param_87_output_87,normalized_param_88_output_88,normalized_param_89_output_89,normalized_param_90_output_90,normalized_param_91_output_91,normalized_param_92_output_92,normalized_param_93_output_93,normalized_param_94_output_94,normalized_param_95_output_95,normalized_param_96_output_96,normalized_param_97_output_97,normalized_param_98_output_98,normalized_param_99_output_99,normalized_param_100_output_100,normalized_param_101_output_101,normalized_param_102_output_102,normalized_param_103_output_103,normalized_param_104_output_104,normalized_param_105_output_105,normalized_param_106_output_106,normalized_param_107_output_107,normalized_param_108_output_108,normalized_param_109_output_109,normalized_param_110_output_110,normalized_param_111_output_111,normalized_param_112_output_112,normalized_param_113_output_113,normalized_param_114_output_114,normalized_param_115_output_115,normalized_param_116_output_116,normalized_param_117_output_117,normalized_param_118_output_118,normalized_param_119_output_119,normalized_param_120_output_120,normalized_param_121_output_121,normalized_param_122_output_122,normalized_param_123_output_123,normalized_param_124_output_124,normalized_param_125_output_125,normalized_param_126_output_126,normalized_param_127_output_127,normalized_param_128_output_128,normalized_param_129_output_129,normalized_param_130_output_130,normalized_param_131_output_131,normalized_param_132_output_132,normalized_param_133_output_133,normalized_param_134_output_134,normalized_param_135_output_135,normalized_param_136_output_136,normalized_param_137_output_137,normalized_param_138_output_138,normalized_param_139_output_139,normalized_param_140_output_140,normalized_param_141_output_141,normalized_param_142_output_142,normalized_param_143_output_143,normalized_param_144_output_144,normalized_param_145_output_145,normalized_param_146_output_146,normalized_param_147_output_147,normalized_param_148_output_148,normalized_param_149_output_149,normalized_param_150_output_150,normalized_param_151_output_151,normalized_param_152_output_152,normalized_param_153_output_153,normalized_param_154_output_154,normalized_param_155_output_155,normalized_param_156_output_156,normalized_param_157_output_157,normalized_param_158_output_158,normalized_param_159_output_159,normalized_param_160_output_160,other_param_1_input_1,other_param_2_input_2,other_param_3_input_3,other_param_4_input_4,other_param_5_input_5,other_param_6_input_6,other_param_7_input_7,other_param_8_input_8,other_param_9_input_9,other_param_10_input_10,other_param_11_input_11,other_param_12_input_12,other_param_13_input_13,other_param_14_input_14,other_param_15_input_15,other_param_16_input_16
56.5,56.75,57,A,10,-0.029420939,0.35428685,-0.215082624,-0.434217013,-0.432807679,-0.711865901,-0.373513875,-0.898263212,-0.109937482,0.32177993,-0.153970384,-0.196195554,0.123457652,0.142495096,-0.073568981,-0.690534122,-0.631680915,0.17199084,-0.791251339,-0.621361016,-0.595878526,-0.786840017,0.526142888,2.256428134,0.016274977,-0.97570845,-0.318613086,-0.097173482,0.870511069,-0.375687629,-0.705583217,-0.836827482,-0.511737517,-1.011095384,-0.580730375,-0.807021312,-0.637278043,-0.648264854,-0.112123662,-0.218203048,-0.826052661,-0.196221921,-0.530199252,0.293123495,-0.486729176,-0.838637062,-0.4487089,-0.967072518,-0.728767679,0.261870481,-0.054508029,-0.539757611,1.715533619,0.529509798,2.294046684,-0.433662768,-0.5169367,-0.054440274,-0.733337559,-0.47926799,0.631517559,1.277706188,0.014032563,-1.005939936,-0.014116195,-0.885214627,0.275303529,-0.800582338,-0.151352346,-0.612343317,-0.607050668,-0.887637543,1.463947116,1.63292007,-0.04835032,2.045994042,0.214090255,0.459091994,-0.716588796,-0.641300663,-0.567137034,1.132477223,0.509746128,1.755512795,-0.631372828,-0.87054945,0.101738907,-0.381621407,-0.43857711,-0.939553829,-0.589010448,-0.858051635,0.594907306,1.336549027,-0.561971795,-0.233519574,1.306256773,-0.09317636,-0.766713565,1.848620874,-0.744028399,0.752904153,-0.877452713,0.21731589,-0.347913149,0.342074154,0.390185428,1.086340502,2.862049319,-0.876820322,-0.736778845,-0.31791149,-0.729054018,-0.457953441,0.624375876,0.932108898,2.439674255,0.018165567,-0.563315501,-0.695289284,-0.493781127,-0.598997815,-0.263462489,-0.803260984,-0.636145798,-0.802859866,-0.118402419,-0.041315167,0.398643771,-0.798648524,0.165704529,-0.612036903,0.325339117,-0.62394801,0.479431605,-0.823784529,-0.263357897,0.714684674,-0.253744857,-0.007792612,-0.225265976,-0.244034246,-0.719392082,-0.241542247,0.027063415,0.36730027,-0.000894659,0.394399577,1.241404386,-0.352769472,-0.883205875,0.09628345,-0.026287954,-0.775842771,-0.740329819,-1.011476565,0.428723323,-0.577465221,-0.364194451,-0.802167665,-0.252904195,-0.272061872,0.051945588,-0.606886489,-0.446739519,0.172717917,-0.127098892,0.291511549,-0.032933661,0.19838906,0.280465486,0.051402202,-0.415823042,-0.089950488,0.024626897,-0.465596355
56.75,57,57.25,A,10,-0.179142285,-0.003806554,0.22375104,-0.0349013,-0.503636437,-0.455897505,-0.530067262,-0.543110169,-0.566661566,1.014863223,-0.279199879,-0.442488024,-0.114865529,-0.26770993,0.09439163,1.593063842,-0.680875464,0.505172369,-0.749801092,0.249948149,0.31886579,-0.542521589,-0.218150666,-0.750092014,-0.36288133,0.642016228,0.194106901,-0.430451521,-0.698969946,-0.792339049,0.883638062,-0.036114366,2.63274272,-0.516857215,-0.313639937,-0.778285626,-0.750901229,-0.542528639,-0.016427338,-0.407404903,-0.185484485,-0.215328962,-0.533751395,0.435838749,-0.495701377,0.511578466,-0.837838376,-0.539596904,-0.408294121,-0.572583304,-0.484217721,0.516582286,-0.816809097,-0.908856862,-0.816376945,2.912125988,0.118892988,0.244271075,-0.664020077,-0.946307514,-0.105786415,0.308907096,-0.746797933,-0.865728944,1.561737898,-0.985886124,0.440764771,-0.801818589,-0.04661307,-0.545401559,-0.788206842,-0.868885146,-0.905209174,-0.117558159,0.203925096,-0.876725163,-0.709608642,-0.417317111,-0.150146324,2.706991226,-0.614399928,0.156852594,-0.535229212,0.463171644,2.172969183,-0.585860096,-0.63122219,-0.682999617,-1.034948578,-1.117285548,0.089999938,0.359684096,-0.050728845,-0.416490952,0.331670264,0.379728051,-0.904960821,-0.322317721,-0.812525838,0.223203669,-0.734645594,-0.113220293,-0.527046433,-0.293191677,-0.694632159,0.789636678,-0.34985688,-0.710196244,3.922410469,-0.41052357,-0.217036102,-0.660907256,0.306867031,0.361497087,-0.515570114,2.428435235,-0.154617029,0.737870813,-0.320385085,-0.777941112,0.487396738,-0.309006714,1.669721404,-0.162890572,-0.872794332,2.201118583,1.745352956,1.021112911,2.598282685,-0.529611957,0.91148852,0.055848367,0.101311346,-0.088520641,2.173862772,1.62586209,0.860443219,-0.712790905,2.484182958,0.650010806,-0.203607027,-0.779280727,-0.118475586,0.454251689,-0.158110577,-0.150815232,-0.497600751,-0.423555824,0.151238689,-0.496228436,-0.459051474,-0.767642976,0.637800108,0.631651691,-0.317223631,-0.27167787,1.629818495,0.75960017,0.285481469,0.927813211,-0.157860881,-0.009236393,-0.26404172,0.015422153,-0.284116171,-0.084471588,-0.178662287,-0.192274024,-0.240895175,-0.112273816,0.08787343,0.118821347,0.78486817,0.806169853,-0.222218378,0.305656919
57,57.25,57.5,A,10,-0.117928675,0.372649332,-0.513470699,-0.037492377,-0.660157573,-0.113870433,-1.026890199,0.75391835,-0.378423407,-0.898477004,5.267324288,-0.929419698,-0.202411163,-0.914970577,-0.163506932,1.176026414,-1.002549002,-0.241219439,-0.17345073,-0.662735787,1.536126004,-0.141383893,-0.969690401,1.082629255,-0.923416653,0.794573962,0.146368537,-0.619367728,0.367353932,-0.22589448,-0.48589812,0.742464163,-0.708692413,-0.251828075,-0.242211845,-0.069523221,0.200379086,-0.679765868,-0.680639059,3.304556324,1.433819537,-0.949722567,-0.850562375,-1.134588989,-0.420336168,-0.506611796,-0.800731874,0.858426116,-0.223434606,1.31322638,2.551615,1.786976696,0.416644023,0.055246214,-0.40940192,2.043765407,0.093582621,-0.088246534,0.11441836,0.161992482,-0.594914814,-0.37414986,-0.666154663,-0.881737409,-0.293770411,-1.007770905,-0.476322402,-1.043042568,-0.794005629,0.168026583,2.16745377,1.462064377,-0.551298741,-0.46129648,-0.766655398,-0.568495122,-0.947019111,-0.254585108,-0.461388801,1.481929087,-0.373290322,0.041277864,-0.602093355,-0.780580207,-0.26858639,-0.425275214,-0.487695242,-0.505643302,1.784044145,0.967988415,-0.13529028,1.783101913,-0.702480222,-0.431529983,-0.224816719,-0.017809021,0.666765789,-0.871848261,0.881041057,0.319053586,6.789467647,-0.459822623,0.139672221,-0.749749215,-0.709529286,-0.403353407,0.163323703,-0.909972471,-0.34670268,-0.751968381,0.590370469,-0.469481692,2.676356809,1.557906406,-0.676153434,-0.840935962,0.911768632,0.245263041,-0.6339018,-0.940065322,1.711768759,-0.985047818,0.115857365,-0.636430776,0.994704433,-0.067586385,0.609044345,-0.150555461,-0.131478942,0.162569978,1.613525243,-0.800708802,-0.829732163,-0.081134738,1.112550269,-0.230204086,-0.27973033,1.245903389,-0.499160706,3.232300447,-0.348883758,-0.348089272,-0.569102105,-0.27159447,-0.497278098,1.66874384,0.182838151,0.275756274,2.451660171,-0.986022192,-0.715478902,0.225102696,0.982423297,1.194333478,-0.722366056,1.395592186,1.557259283,0.1024865,-0.311622907,-0.459125172,-0.262014268,0.215308738,0.104729853,0.112884097,-0.128051634,0.672659235,-0.596384208,0.110070847,-0.064985361,0.126618786,0.276136551,0.242112715,0.16228455,0.448360852,0.155802854,0.32486044
57.25,57.5,57.75,A,10,0.752604898,7.053558326,4.903230118,-0.8374577,0.113136397,0.629267869,3.385137178,1.19445425,0.876915323,-0.731744834,0.32716522,0.229092668,2.966080566,2.645655858,0.343923985,0.452733844,1.089428924,-0.676216096,0.140269612,2.419390674,0.220992868,-0.768504094,-0.075726566,-0.023260997,-0.407607322,0.542635825,0.801030513,-0.747710414,0.835434979,-0.908520116,0.336044087,-0.684310772,-0.982609118,-0.330040208,-0.026920521,-0.856987687,-0.51833992,-0.934486585,3.350045902,-0.686644779,-0.214098924,-0.623711394,-0.92513413,2.394345517,-0.55871558,2.200182381,-0.749024167,2.93819718,-0.670978615,-0.478784874,-0.392946379,-0.035825003,1.55172572,1.17174294,4.070464387,-0.497446483,0.472398058,0.618633334,0.480852253,-0.938474054,-0.660430979,2.006422208,3.347949992,-0.827063739,-0.719194914,-0.12245412,0.005412617,-0.688189769,-0.585381808,0.500765724,0.381978008,3.112119392,2.475574484,0.382677119,-0.911854432,0.924069216,-0.314388402,0.505051003,-0.353754477,-0.828807178,0.703622354,-0.802106551,1.333600434,0.405518996,-0.285209638,0.026120369,0.927884793,3.352619547,-0.665728919,-0.987276714,-0.227445601,-0.32620365,0.245284382,-0.740903319,-0.481595837,-0.028457296,-0.807701682,0.453756164,-0.601778685,0.431939602,-0.471838702,1.021951018,-0.510815228,-0.548708427,-0.268413197,0.315319388,0.237702853,1.103032922,2.320728213,2.764096198,-0.876695376,4.810351224,0.421928649,1.314086664,0.466715445,-0.931810092,-0.337802038,-0.816256291,0.722915268,-0.599385796,0.267500964,-0.345266821,0.635728716,-0.373181023,-0.91962191,0.480216339,-0.889091025,2.487780096,-0.775870452,0.082929982,1.764282557,-0.842305333,-0.411683851,-0.781563003,-0.212721008,1.580179966,0.160213294,0.65898883,-0.591869492,-0.511680617,-0.912654888,1.812355272,-0.554689983,-0.613574398,0.641800541,1.029113496,-0.712485552,-0.797494498,-0.799684432,-0.657579836,-0.421619857,0.337556272,1.60389361,-0.920490577,-0.253529844,0.680349829,-0.623069895,-0.806328381,1.934150864,-0.224727595,1.733910182,0.993752525,-0.053123533,-0.13342496,0.33122774,0.650112477,0.225783521,0.537266473,0.400904467,-0.208310592,0.596305504,0.417404766,0.065112487,0.081184134,-0.156489428,0.130618443
57.5,57.75,58,A,10,-0.007781209,-0.293424369,-0.53063995,-0.407087938,-0.073104519,-0.637951429,0.578520551,-0.827226419,3.602753145,3.757749781,0.325603387,-0.551607074,0.555084062,1.77788535,0.439551692,0.401758745,1.111014738,-0.51879963,-0.83240926,-0.629957968,2.87806589,0.355879181,-0.354150796,-0.073972003,0.685569495,0.190310333,-0.24102526,0.214702195,0.249383659,1.748278067,-0.663991512,0.087076992,5.045810617,-0.844622356,-0.351532152,-0.898775071,-0.285533829,1.483519276,-0.202710907,-0.980672408,-0.099280404,0.137452364,-0.108089233,1.170849991,-0.546207202,-0.642729046,0.22323608,2.952018918,-0.6376958,0.031707801,2.356119803,-0.151719262,-0.92345189,-0.860178326,2.993817829,0.195300424,-0.936098602,-0.091687805,0.04914761,-0.778241749,0.701715765,-0.338313077,-0.139758415,0.183606036,-0.566658443,-0.218849105,-0.578639963,-0.390467534,2.039142353,-0.50267091,-0.589089247,-0.40752835,-0.321293868,0.353926969,-0.080157325,-0.564304707,-0.679365829,0.325188542,0.204433157,1.331827372,0.308476446,-0.710172377,0.374201928,0.302523676,-0.804632143,-0.633663646,0.593571999,-0.118433368,-0.760091505,0.460000872,-0.6551893,-0.251171828,0.090338898,-0.696520878,0.645830717,-0.891290854,0.150961366,-0.90654243,2.91116049,0.831244276,-0.42840478,-0.995179095,2.987265397,-0.796396164,2.880569735,-0.725159873,-0.699610585,-0.465187056,0.686424555,0.1887497,-0.231832136,0.668280011,-0.388310674,-0.797313215,-0.725037469,4.904288067,-0.108782693,-0.185883801,-0.387139228,-0.134931058,-0.299607528,0.026571601,1.229859855,-0.296885959,0.474158099,0.03771548,5.212391582,-0.819505951,-1.049612097,0.051307279,0.306022151,0.409618766,-0.402102017,-0.823759369,3.090191929,-0.767907502,1.252615703,0.40750827,-0.737723972,0.078297933,2.85294706,0.495473017,0.305395425,0.484423097,-0.704908485,-0.524332989,1.388242763,0.985081878,-0.268586133,-0.580391258,-0.173034763,-0.949127621,-0.615229982,-0.5955008,-0.457321737,1.17811185,2.002080286,-0.484423463,-0.872945286,-0.695704003,0.516180764,0.207812404,0.565304076,0.238856865,0.248126347,0.185300803,0.018910671,-0.042636329,-0.098821812,0.122882046,0.263307183,0.26133378,0.456639236,0.281276189,0.443334437,-0.166309552
57.75,58,58.25,A,10,-0.207417122,3.380573405,2.494035179,-0.027590585,-0.889417913,-0.359777755,-0.930392998,2.972134712,1.234151539,0.302038216,3.738404703,-0.289165455,1.411428337,-0.654904754,-0.166494292,-0.127996417,-0.922700329,0.838285018,0.039484406,0.099308258,-0.092572232,0.353698017,0.299314701,1.628679363,2.421877331,-0.456451785,0.849255491,-0.795175484,2.92544017,1.178702112,4.972221827,0.083680392,-0.055541613,0.81253162,-0.058486967,-0.200926816,-0.525932495,-0.688738528,-0.924731412,-0.317749939,-0.159301664,0.756151499,-0.18989412,1.049913888,0.08257757,1.317024205,1.488303198,0.363204362,-1.035974952,-0.295432118,-0.516016389,-0.781211313,-0.274632441,0.06232019,-0.595781185,2.420950362,-0.796716283,-0.184535133,-0.077445353,-0.919032649,-0.465293606,2.271425003,1.818891507,0.736850607,-0.294173769,-0.506794745,-1.005670069,0.251272807,3.67623689,1.202415421,0.687229203,0.171544177,-0.605527123,-0.549823952,-0.927369252,1.355644049,0.712989208,-0.143297001,2.317115659,-0.103768728,-0.812429064,-0.842958338,-0.674153903,-0.509214154,-0.308247004,-1.057211721,-0.012206254,-0.621940322,-0.655859636,-0.219675498,-0.763864649,-0.154596073,0.500404762,0.078836146,-0.834145485,-0.400231043,-0.412752156,-0.826257749,-0.70088155,-0.052574275,-0.778757583,-0.760534393,-0.036223908,-0.225299533,-0.879211723,-0.907895179,0.06022427,0.575907168,1.854399585,-0.820370784,-0.849506894,-0.461615996,-0.373185,-0.414683442,-0.401462321,-0.296458229,-0.123339938,1.112792556,-0.904691982,-0.057576218,-0.424207606,0.564266555,-0.117744275,-0.827602935,0.569135076,-0.520083949,-0.167405326,-0.346409187,-0.946894782,-0.261409173,-0.698500477,-0.455941098,-0.678064686,-0.101216734,-0.300348069,-0.752589094,-0.398468858,0.696005588,-0.642160825,-0.738350984,0.128451258,-0.546027578,-0.501925548,-0.476492846,-0.45738628,0.606337284,-0.123503814,-0.415229874,-0.731337975,0.740631743,0.537915081,0.404270504,0.411722328,0.479493523,0.349998182,-0.928903237,-0.391649535,-0.455143234,0.252291392,-0.335065571,0.796833668,0.396564947,0.831276769,0.309632607,0.337657187,-0.166210019,0.768516005,0.291473624,-0.571389589,-0.356606207,-0.191776208,-0.276972747,-0.24783556,-0.406963524,-0.177648363,0.032492943
58,58.25,58.5,A,10,-0.164383419,3.044115462,-0.475289019,2.640762103,-0.379534748,-0.088543824,-0.28990436,-0.676647802,-0.063775523,-0.727765391,2.260570549,2.367372034,4.226360498,1.132484977,2.848403968,-0.186291961,-0.825517011,0.630699602,1.918151272,0.764338408,0.745212231,1.058705353,-0.203590263,0.506290738,0.132344287,2.281179241,3.964932087,-0.16268441,-0.352202318,0.25752246,0.49681574,0.876135644,0.24255493,-0.538729673,-0.330130262,-0.689967732,-0.622841593,-0.682555065,0.039449774,-0.59011634,4.475818821,-0.105439574,-0.455707248,2.985484155,-0.336930041,-0.754021219,-0.851167777,0.338283004,-0.683369666,-0.782807831,-0.875845417,3.130386403,2.448729318,-0.710337422,0.001827272,1.099146798,2.28564855,1.400112676,-0.567435707,0.721858925,-0.981703446,0.016836539,0.415238644,-0.761981679,-0.82452211,0.644558351,0.00345301,-0.631613106,0.168314369,-0.371586461,-0.819046288,1.998520673,0.108055996,-0.346524499,-0.4725378,0.523628241,1.343736358,-0.176334068,-0.473334375,1.224007576,1.620393693,-0.877563961,0.501888105,-0.041603172,0.956492723,1.44164836,0.202656555,0.388437109,0.997340596,-0.978124606,0.721965818,-0.575774879,0.100557307,0.265446016,-0.497238173,-0.685028371,1.776195679,-0.674434541,0.393758507,-0.537871034,-0.832021484,-0.869292205,1.383925688,-0.221542423,3.079369555,-0.619201455,-0.335370829,0.799185365,-0.370723462,-0.425974209,4.117474975,-0.48773839,2.829722411,-0.788350548,0.515962398,-0.683770192,3.319360122,0.396387878,-0.018190298,1.201953041,8.342847266,2.279614103,1.163964201,-0.604386315,-0.392243824,-0.804393397,-0.947541772,1.357143022,0.255341314,0.686191256,0.217406633,1.642080099,0.444277475,0.803773562,-0.513456547,0.967923454,-0.372269505,-0.332041793,2.270471289,0.200480907,0.869050077,-0.769977118,3.826221009,-0.036978294,1.707742102,0.633953464,2.123672096,-0.973062513,-0.761460483,0.61987451,2.424787917,-0.718846353,-0.226580449,-0.670509367,-0.459008909,-0.123452278,0.592464787,-0.081965921,0.402818894,1.027764661,0.281903348,1.513657234,0.822770941,-0.179938458,0.383014262,0.89340914,-0.232300589,0.291017181,0.42115654,0.028757633,0.158835454,1.04028114,1.133653585,0.532864557,0.723903485,0.216747298
58.25,58.5,58.75,A,10,-0.221893249,1.838837623,0.423600087,-0.257624335,-0.023227838,-0.662073874,0.481522726,4.135067719,-0.377809945,-0.635843749,-0.606560685,-0.120550968,0.728483524,-0.129839732,0.7863301,1.188022907,-0.797432125,-0.422791681,-0.178759015,-0.267614901,-1.00276277,-0.495979461,0.252857323,-0.33191938,-0.426645076,0.952345605,-0.487858497,-0.144347416,0.353447402,0.150756505,1.527489522,-0.542685819,-0.051843692,-0.553619163,0.672218149,-0.259027087,-0.850447681,-0.364086655,1.553873335,-0.000715853,0.701030495,-0.035542353,2.437372107,0.642659491,-0.327507252,0.616022681,-0.749538709,1.522389078,0.044426317,-0.291178235,1.055712043,-0.787994308,1.319895836,0.569725491,0.238081719,-0.720038974,0.364576026,-0.314324993,0.543581447,-0.32335891,2.332516499,-0.079828714,0.720842138,0.039577265,1.212869038,1.15881377,-0.363185172,-0.813226974,2.568875531,-0.840973172,-0.075074681,1.906664222,-0.813863317,-0.934738368,0.528161158,-0.83272842,-0.501326245,-0.813197803,-0.151281553,-0.454143968,0.084121892,-0.54628307,0.994426451,-0.233027626,-0.582074657,4.014068651,0.073460732,-0.818866154,-0.897224656,-0.288452077,-0.528277786,1.71123363,0.440057247,0.301417985,-0.771560995,-0.3610796,1.752035674,-0.965862592,-0.426736087,-0.064931099,-0.036405698,-0.330764509,-0.545903105,-0.796188057,0.623767712,-0.983007032,-0.483811341,-0.800291515,-0.511778226,-0.842958018,-0.547157983,0.047445168,-0.840317043,0.887482368,0.679069578,0.229311426,-0.253456366,-0.514727208,-0.890945669,-0.552089778,-0.56950643,0.544074923,1.670891663,1.486695914,0.879431698,0.074747376,0.600546553,-0.657988168,-0.442821719,-0.12250683,-0.392918913,-0.359160607,-0.554821989,-0.196622911,0.141854624,0.918611707,-0.728579862,-0.979978099,0.19661831,-0.19019176,-0.554205576,-0.680012052,-0.642491948,0.048189104,0.349289457,-0.563736936,0.393901603,-0.867899893,-0.759402011,-0.09380774,0.146924787,-0.535819472,-0.851988877,0.357569156,-0.779715469,-0.293299801,-0.752332057,1.154169814,-0.279773446,-0.314574631,0.470055517,0.017928742,-0.118010576,0.113115506,0.456013362,0.194585538,0.593628021,-0.214152898,0.180014949,0.108629638,-0.470733979,-0.175538551,0.346356498,-0.21451895,-0.337017599,-0.214884
58.5,58.75,59,A,10,0.35142153,1.021473719,1.160683111,0.421545373,-0.637009049,-0.165647052,-0.109634772,-0.0667609,-0.06475865,-0.061625373,0.053606162,-0.234780196,0.115936299,-0.44397017,1.043888123,-0.440790026,-0.227761306,-0.848251239,-0.140313637,2.500421277,0.619251729,-0.846147722,0.571384393,-0.667454616,1.604465247,1.800834088,-0.061247445,0.637404397,1.054415369,-0.984770346,-0.442353088,-0.611775849,0.492263631,-0.214805102,0.185976345,2.947433181,0.124924539,0.79637693,-0.01333802,0.173309712,-0.797179731,3.436915954,2.896477524,-0.478130545,-0.794777426,2.036653756,0.651846639,0.233918178,0.562046071,-0.834756591,6.249687499,0.576774077,0.107281014,0.510874333,1.323755738,3.645955452,-0.762296911,3.094314945,-0.424919574,0.928050013,-0.684776231,-0.698618818,1.611506512,0.214246489,-0.538383804,0.421966697,2.555010729,-0.41545935,-0.633289852,-0.410241423,-0.130836961,-0.627540598,-0.911192681,-0.894018984,1.150543138,-0.009320452,-0.893695187,-0.326637686,1.549487895,0.4256451,1.087141321,2.310052568,-0.622475404,-0.784317852,-0.710927621,0.85741766,-0.418098953,5.268046555,1.466717788,2.644402696,-0.629796881,0.768572476,0.166633963,-0.917583505,0.0222036,-0.370622384,0.078136894,-0.691308345,3.216217225,1.697634348,3.200395546,1.817382635,-0.459803091,-0.791303616,0.327070858,-0.503901976,0.40042212,-0.625810906,-0.396832836,0.711024112,-0.025457955,-0.92326465,2.465793594,1.103182116,0.076391618,-0.614087632,0.596586301,-0.537181732,-0.902208698,1.951621708,2.648994216,-0.602552468,1.790190668,2.914840789,-0.353378083,-0.552901416,-0.596909651,-0.90546251,1.319823726,-0.025206885,-0.483856135,0.231494537,0.956975175,-0.298205004,0.52406304,0.642205969,-0.170795935,1.165250609,-0.770764081,8.012979408,-0.546635361,-0.849460921,-0.956273532,-0.88463982,-0.243879293,0.296304397,1.623678135,-0.514149734,1.125464804,-0.967087986,-0.316850385,2.860813887,-0.965552477,1.335886028,-0.632716659,-0.067199831,0.117276224,0.478014978,-0.324486601,0.760514499,0.184968794,0.137798529,0.372813509,0.343801228,0.691301383,1.524947659,0.142196095,-0.066756641,1.109795876,0.334008739,0.367864285,0.319137467,0.563743839,0.980934758,-0.191667931,0.324569966
58.75,59,59.25,A,10,0.643154858,-0.50436647,-0.328371504,-0.120014813,-0.067589356,-0.465615943,-0.568004931,0.166815716,-0.245526347,-0.158313402,-0.885118543,0.017547742,-0.782833361,-0.937694299,0.266690047,-0.196374431,-0.280713284,0.345111255,-0.118921051,-0.445555009,0.377396497,0.076991354,0.466470617,0.927840095,-0.494744419,-1.096704964,0.616012119,-0.516819388,-0.313638277,-0.761741252,0.139508664,-0.189528831,1.381312837,-1.058394153,-0.046175294,-0.403772406,-0.854646381,0.299393619,-0.758615245,0.220009662,-0.509123291,-0.51917071,0.428905517,-1.028199985,-0.561215806,1.821165306,0.297554917,-0.586677308,-0.83176767,1.581030549,-0.865909266,0.011653055,-0.466623272,-0.330688563,-0.669075531,0.869701819,-0.437656888,-0.706656158,-0.692720237,1.507300492,-0.845082175,-0.914855614,-0.78978046,-0.043889732,0.995924666,-0.634579158,-0.545530835,-0.205182577,0.502296762,-0.55506971,0.528507406,-0.914278697,0.708994127,-0.576298368,-0.577174202,-0.251238265,0.507106521,-0.704778729,-0.028669536,0.999577256,1.504992429,2.795010542,-0.687406504,2.845015601,-0.646368844,-1.026687675,-0.889410997,1.661594834,1.17435464,0.086145191,-0.848320008,-0.113797163,-0.653831507,-0.84913914,-0.557441807,-0.947818152,-0.856614411,-0.566325644,0.263058724,0.298389726,-0.873831529,-0.756551624,-0.491689334,2.573049358,0.245013579,0.915898179,1.490191958,0.303800604,-0.966033005,-0.962048098,0.651673099,-0.954189534,-0.749050974,-0.956900887,-0.633584219,-0.69996154,-0.391816915,-0.56362264,0.642657461,-0.865749507,1.605606479,-0.372634596,-0.763947,-0.736806948,-0.674925369,1.569296491,-0.734582456,-0.548980857,0.554284804,-0.480929571,-0.457320549,-0.823870095,-0.7855061,-0.200643162,-0.491801033,-0.13442535,-0.188763567,-0.187915768,0.258315832,-0.430855446,-0.52583182,-0.069593741,0.938651201,0.468990767,-0.209894432,-0.435975303,0.252746818,-0.795438214,1.223671778,-0.892204945,0.246166812,-0.526378772,-0.628139058,-0.738771722,-0.00725164,0.132238041,-0.569562118,0.469169156,-0.805160333,-0.805931804,-0.164783219,-0.301786094,-0.071893762,-0.127090753,0.009250152,-0.178067455,-0.303574883,-0.030825249,0.681723922,-0.483183938,0.147780009,-0.452054566,-0.058361902,-0.344278524,-0.004487789,-0.323362144
