frequency,psd
15.799999999999999,96.04335383893898
15.899999999999999,11.824997562520677
15.999999999999998,79.20701891381054
16.099999999999998,37.34032038361195
16.2,67.8795681901843
16.3,74.74333603303918
16.4,90.50086444009972
16.5,24.848296166650755
16.6,47.19164450966163
16.7,99.83060061168194
16.8,43.15791958024145
16.9,22.656635233808224
17.0,70.70465233683258
17.1,31.313118160613712
17.2,41.99715286227418
17.3,61.287538658212114
17.4,93.34970169876836
17.5,27.87336098181757
17.6,35.38310594567693
17.7,23.257847739157214
17.8,53.78644300417989
17.9,18.51531805484607
18.0,72.41670386161957
18.1,35.4843346442141
18.2,51.58583441457224
18.3,73.23326872004071
18.4,74.64094479771803
18.5,47.24626765690626
18.6,40.4447696011846
18.7,21.147370726545976
18.8,44.65023871608
18.9,84.64966696839757
19.0,34.86250509730995
19.1,19.276022570649218
19.2,39.729059578085455
19.3,52.53495712833486
19.4,50.79349402453213
19.5,67.85482802998946
19.6,97.72797526660135
19.7,58.25130913252103
19.8,54.336229579200506
19.9,89.30326712444752
20.0,71.20762214477926
20.1,81.53399999177978
20.2,90.90055439036051
20.3,13.922030431131299
20.4,38.49705984123206
20.5,93.13367992325618
20.6,81.36245136801195
20.7,59.83405620573302
20.8,56.26204737805658
20.9,91.71369213094454
21.0,58.70825517742163
21.1,82.77138603026529
21.2,68.77149534214982
21.3,62.970243999176326
21.4,55.36374019135962
21.5,74.2134077607407
21.599999999999998,80.42759217211659
21.7,16.32119933421075
21.8,41.87191405303465
21.9,41.67973982746322
22.0,43.50439118423809
22.099999999999998,14.533957906357985
22.2,70.36274925293856
22.3,52.254130402006886
22.4,53.24215560398395
22.5,54.93500114122668
22.599999999999998,49.659474567929216
22.7,37.25395098884833
22.8,48.917696640841044
22.9,68.76587993440326
23.0,94.09511159805825
23.099999999999998,78.20153121878468
23.2,48.769849661523715
23.3,80.78597495999816
23.4,10.048634421994784
23.5,91.43051077320072
23.599999999999998,96.32397224817046
23.7,89.21643290927267
23.8,37.775800550211
23.9,65.79910386272408
24.0,75.55178741623355
24.099999999999998,18.04946315731604
24.2,53.38685174551788
24.3,35.24219868899121
24.4,17.445938775381236
24.5,41.03588545472586
24.599999999999998,67.74745006125073
24.7,68.38022622908457
24.8,52.156091184459534
24.9,17.064744999167882
25.0,84.1964094467923
25.099999999999998,37.14385796657306
25.2,23.113242501374863
25.3,10.80176549004871
25.4,47.77146691763066
25.5,97.98607062696534
25.599999999999998,77.44578848203375
25.7,61.79302700849909
25.8,19.08202973842235
25.9,53.80945923129237
26.0,69.23159023769534
26.099999999999998,94.83905230197479
26.2,71.07447114851877
26.3,46.70596765170897
26.4,69.30863253390976
26.5,56.711889380707476
26.599999999999998,16.276129766271495
26.7,44.04822125690028
26.8,81.2188332206269
26.9,53.37493799743899
27.0,81.72123682354818
27.099999999999998,82.08941759864265
27.2,75.88232673098528
27.3,79.24173257398009
27.4,46.968511643317115
27.5,77.75411201680896
27.599999999999998,89.08664351561717
27.7,18.622315551952127
27.8,37.00140976062501
27.9,32.55259939854424
28.0,89.22046711843146
28.099999999999998,60.1112584505335
28.2,11.867525007994509
28.3,56.30002733248739
28.4,36.853895544652275
28.5,37.63806842284912
28.599999999999998,47.29515075243109
28.7,96.1016569452537
28.8,76.86422588511861
28.9,22.30931415075998
29.0,97.32019792425542
29.099999999999998,31.161051885412906
29.2,42.51244250088703
29.3,91.1494336965922
29.4,71.29819882222702
29.5,44.80524177098996
29.599999999999998,12.465916862751474
29.7,76.23201991097771
29.8,17.245992612201313
29.9,88.08117673858976
30.0,90.46540926795232
30.099999999999998,34.72669277663931
30.2,27.449717459885946
30.299999999999997,41.70371985744251
30.4,65.22525829656854
30.5,13.457266487918158
30.599999999999998,40.194573866353025
30.7,10.486912921997195
30.799999999999997,11.100928217533717
30.9,48.14351728467127
31.0,56.73620555238288
31.099999999999998,59.16495166381704
31.2,90.66965938180905
31.299999999999997,28.908627969630924
31.4,46.51769647560048
31.5,57.1682459194481
31.599999999999998,38.30919241179801
31.7,76.78694433360826
31.799999999999997,78.71374559563726
31.9,25.883557539387695
32.0,42.58760178184358
32.099999999999994,84.86531458830548
32.199999999999996,41.898108491245395
32.3,78.34852093609433
32.4,27.254404744060512
32.5,21.506750997212315
32.6,60.84595835019099
32.699999999999996,92.166281744735
32.8,39.11829269350753
32.9,70.1780366485827
33.0,97.18058880661258
33.1,57.79595517541265
33.199999999999996,45.299682078176374
33.3,19.127404272605645
33.4,56.969285694612026
33.5,26.12197679475275
33.6,37.06863790787583
33.699999999999996,87.31080961277237
33.8,61.67487272929496
33.9,54.106418974370236
34.0,29.208244201930352
34.1,97.38729475362308
34.199999999999996,44.42014207249986
34.3,12.251683536367166
34.4,45.878230951276265
34.5,77.07982281837172
34.6,99.42205291115214
34.699999999999996,27.391906971040573
34.8,15.636917264311888
34.9,48.00553086663743
35.0,10.191918803548237
35.1,16.304389670228474
35.199999999999996,93.90928069646611
35.3,59.50852501481915
35.4,79.7934775510543
35.5,96.16312518459664
35.6,79.0410039847548
35.699999999999996,79.65892809719311
35.8,92.22507369361838
35.9,95.07516808658154
36.0,54.35693181749635
36.1,91.12224137329423
36.199999999999996,57.499576047154164
36.3,15.640928241884055
36.4,92.12262296613582
36.5,27.6834915249007
36.6,78.19199650987734
36.699999999999996,55.84213357360852
36.8,73.46960302510362
36.9,67.34742071931129
37.0,83.20356565869827
37.1,54.453165019479854
37.199999999999996,39.30457900636781
37.3,58.7084709544096
37.4,50.92302387840501
37.5,67.03856037783713
37.6,77.44010062636163
37.699999999999996,35.481308334369686
37.8,23.941507657906516
37.9,11.015491024140712
38.0,86.26493516274613
38.1,98.9982793005489
38.199999999999996,14.669234237855765
38.3,91.83822254181742
38.4,55.10330818195877
38.5,28.892840453157174
38.6,32.346568073946884
38.699999999999996,34.72707938176205
38.8,24.011766681750167
38.9,92.24488329281202
39.0,55.322914502122856
39.1,31.040488066014113
39.199999999999996,97.2019487106139
39.3,78.74497242033237
39.4,16.001846481057374
39.5,60.20262972141262
39.6,94.68962269104918
39.699999999999996,67.82656493762119
39.8,29.310834449441828
39.9,12.248565340431437
40.0,70.17337697113625
40.1,49.804257540888976
40.199999999999996,92.28452955948673
40.3,45.55062788030844
40.4,17.13770082421838
40.5,91.89638603819652
40.6,66.36645786778917
40.699999999999996,49.01699687980954
40.8,77.61152407257691
40.9,89.86722111848636
41.0,90.62302464633265
41.1,46.903610136408616
41.199999999999996,55.144196705319814
41.3,89.15879190254414
41.4,48.60601216150313
41.5,42.60246255463955
41.6,64.41414130610215
41.699999999999996,22.388322480166153
41.8,29.32099728658948
41.9,36.58600589367228
42.0,22.57973315516967
42.1,55.749014074904515
42.199999999999996,97.80760940851712
42.3,89.33566615557778
42.4,59.18546231528854
42.5,61.11851999643457
42.6,37.89317816469104
42.699999999999996,30.354051462532304
42.8,51.065452136346366
42.9,59.61235714795451
43.0,51.6404338172155
43.099999999999994,40.160565423874004
43.199999999999996,85.08104219546931
43.3,40.47762649057284
43.4,21.92077743433688
43.5,85.11939332687554
43.599999999999994,77.93543079775203
43.699999999999996,52.583101591097616
43.8,34.94199667593672
43.9,42.03863140344962
44.0,80.6044232622077
44.099999999999994,53.84042041210144
44.199999999999996,55.55279339838144
44.3,20.884368618322068
44.4,43.50552020140065
44.5,24.1323413157606
44.599999999999994,24.756764645429833
44.699999999999996,31.25242694494928
44.8,74.93743901412422
44.9,81.79157886456191
45.0,38.03670105635088
45.099999999999994,57.45975305896485
45.199999999999996,20.02792793835119
45.3,79.82905878882272
45.4,93.37470661427243
45.5,73.60472859447671
45.599999999999994,63.58321695843397
45.699999999999996,39.742388812738085
45.8,68.63004696556354
45.9,37.334345749043436
46.0,16.101489201546084
46.099999999999994,25.035385463814233
46.199999999999996,49.79431778539501
46.3,86.6364638947594
46.4,76.33527210096514
46.5,36.16327226940501
46.599999999999994,28.42846874324552
46.699999999999996,98.0413324643543
46.8,86.56659637356807
46.9,49.17919257122387
47.0,96.24897441434695
47.099999999999994,33.13736485757529
47.199999999999996,30.192066470844587
47.3,53.97571184032458
47.4,31.082197177420323
47.5,33.29276328581338
47.599999999999994,92.1859652289075
47.699999999999996,64.03078691278901
47.8,83.48760564746348
47.9,50.45095917184407
48.0,92.25466491195864
48.099999999999994,15.522077465566756
48.199999999999996,34.91652618378666
48.3,38.13692974407385
48.4,56.89082826965586
48.5,92.4200230457622
48.599999999999994,89.70748947560506
48.699999999999996,61.55756749690442
48.8,41.11645457141152
48.9,48.79391542890855
49.0,46.52134620727169
49.099999999999994,51.03967179675223
49.199999999999996,15.053020457304509
49.3,55.86467375108057
49.4,49.45797576603557
49.5,46.95633773553215
49.599999999999994,35.81473888437179
49.699999999999996,66.49225634665339
49.8,97.58510511321337
49.9,48.796647548210935
50.0,82.55692552603321
