Time (s),Group_1 (g),Group_2 (g),Group_3 (g)
0.063006300630063,0.818062,-0.154062,0.673675
0.064006400640064,0.214466,-0.497967,-0.989988
0.06500650065006501,-0.595133,-0.063566,-0.227792
0.066006600660066,1.145047,-0.490883,1.171216
0.067006700670067,-1.057286,0.849959,0.1418
0.06800680068006801,1.493499,-1.529759,-0.823232
0.06900690069006901,-0.775442,1.213125,-0.358045
0.07000700070007,1.210054,-1.038215,0.613505
0.071007100710071,-0.775476,1.317376,0.631602
0.07200720072007201,0.214247,0.590053,-0.798955
0.07300730073007301,0.319665,-0.374908,-1.012439
0.074007400740074,-1.5813,0.892639,0.761111
0.075007500750075,0.961851,-1.419314,0.927824
0.07600760076007601,-0.706071,1.232894,-0.151061
0.07700770077007701,0.918492,-0.275396,-0.774316
0.078007800780078,-0.357078,1.00642,0.656608
0.07900790079007901,-0.638287,0.221041,0.338039
0.08000800080008001,0.308871,-0.364297,-0.545295
0.081008100810081,-1.054853,0.171694,-1.380353
0.082008200820082,0.98495,-0.589313,1.124045
0.08300830083008301,-1.085356,0.419326,0.763442
0.08400840084008401,0.860653,-0.860198,-0.394933
0.085008500850085,-0.591008,0.734285,-1.168924
0.086008600860086,-0.068489,-1.100938,0.681911
0.08700870087008701,-0.063929,0.811826,0.509138
0.08800880088008801,-0.65272,-0.258124,0.008785
0.089008900890089,0.754866,-0.535194,-0.535632
0.09000900090009001,-1.48191,0.506835,0.455099
0.09100910091009101,0.550248,-0.929571,0.781129
0.09200920092009202,-0.530365,0.775795,-0.115544
0.093009300930093,-0.221316,-0.647496,-1.333827
0.09400940094009401,0.284584,0.756812,0.214979
0.09500950095009501,-1.036351,-0.605261,0.513432
0.096009600960096,0.778379,0.114031,-0.166413
0.09700970097009701,-0.824367,0.164015,-1.366853
0.09800980098009801,0.913317,-0.80991,0.417035
0.09900990099009901,-0.589722,1.028904,0.896134
0.1000100010001,0.656547,-0.742168,0.053468
0.10101010101010101,0.298105,0.84867,-0.69747
0.10201020102010201,-0.412929,-0.493558,0.000954
0.10301030103010302,0.650469,0.135039,1.394231
0.104010401040104,-0.923401,-0.016535,-0.08504
0.10501050105010501,1.359057,-0.54053,-1.401946
0.10601060106010601,-0.683497,0.246927,0.070058
0.10701070107010702,0.630213,-1.308805,1.148483
0.10801080108010801,0.163431,1.285209,0.154697
0.10901090109010901,-0.790153,-0.297288,-0.668494
0.11001100110011001,0.564097,0.933988,-0.34959
0.11101110111011102,-1.000263,-0.438944,0.741426
0.11201120112011201,1.211686,0.049557,0.150249
0.11301130113011301,-0.277494,0.92533,-0.274364
0.11401140114011402,0.675043,-0.847839,-0.804592
0.115011501150115,0.117257,0.800587,0.695473
0.11601160116011601,-0.39568,-0.604043,0.393942
0.11701170117011701,1.046216,0.525739,-0.58431
0.11801180118011802,-0.773264,-0.899836,-0.149552
0.11901190119011901,1.161643,0.254693,0.674171
0.12001200120012001,-0.981562,-0.089912,0.830097
0.12101210121012101,1.021277,-0.998108,-0.875311
0.12201220122012202,-0.329389,0.894107,-0.829712
0.12301230123012301,-0.432876,-0.556629,0.544346
0.12401240124012401,0.825454,1.130527,0.275693
0.125012501250125,-1.040124,-0.951167,-1.084072
0.126012601260126,1.004656,0.442796,-0.496411
0.127012701270127,-1.026872,-0.473846,0.794655
0.128012801280128,0.316109,0.100632,0.970352
0.12901290129012902,0.445703,0.275842,-0.537894
0.13001300130013002,-0.825128,-0.601265,-0.818921
0.13101310131013102,0.430941,0.378488,0.539603
0.132013201320132,-0.742335,-1.190509,0.80506
0.133013301330133,0.92038,1.300413,0.554529
0.134013401340134,-0.643972,-0.94013,-1.556834
0.135013501350135,0.616529,0.216389,0.608782
0.13601360136013602,0.316955,0.139024,0.630966
0.13701370137013702,0.034028,-0.557397,-0.46299
0.13801380138013802,0.920603,0.325574,-1.328199
0.13901390139013903,-0.960643,-1.00106,0.898662
0.14001400140014,0.962849,0.919928,0.720019
0.141014101410141,-0.822119,-0.813213,-0.630144
0.142014201420142,1.227711,0.920744,-1.343923
0.14301430143014301,-0.063841,-0.609294,0.142116
0.14401440144014402,0.148532,-0.734607,0.566572
0.14501450145014502,0.492477,0.88142,-0.079709
0.14601460146014603,-1.047712,-0.962803,-0.805105
0.147014701470147,0.921247,1.127278,0.109793
0.148014801480148,-1.141834,-0.672497,0.782485
0.149014901490149,0.598064,0.839701,-0.216946
0.15001500150015,0.044211,-0.694334,-0.923204
0.15101510151015102,0.083522,-0.218671,-0.323119
0.15201520152015202,0.423021,-0.056209,1.011383
0.15301530153015303,-1.305654,-0.820418,0.168785
0.15401540154015403,0.538265,0.601086,-1.251778
0.155015501550155,-1.086577,-1.231061,-0.464018
0.156015601560156,0.97596,0.065463,1.086217
0.157015701570157,-0.472192,-1.250279,0.161055
0.15801580158015802,0.620724,0.937188,-1.332009
0.15901590159015902,0.534656,0.015277,-0.22221
0.16001600160016002,-0.353991,-0.012844,1.131811
0.16101610161016103,0.755472,0.445852,-0.214067
0.162016201620162,-0.672148,-0.431554,-1.110384
0.163016301630163,1.157287,0.697423,-0.460513
0.164016401640164,-0.4415,-1.080809,1.279878
0.16501650165016502,0.32677,0.84248,0.55296
0.16601660166016602,0.289697,-0.683012,-0.31979
0.16701670167016702,-0.964967,1.038043,-0.501088
0.16801680168016803,1.039988,0.067715,0.568605
0.16901690169016903,-0.803162,-0.762121,0.184861
0.17001700170017,0.8105,1.103171,-1.30168
0.171017101710171,-0.733514,-1.081479,-0.692563
0.172017201720172,0.401315,1.234606,0.876572
0.17301730173017302,-0.112006,-0.620165,0.561014
0.17401740174017402,-0.65002,0.757206,-0.806019
0.17501750175017503,0.894762,-0.540604,0.111067
0.17601760176017603,-0.684226,-0.832006,1.546813
0.177017701770177,0.676509,0.573213,0.475119
0.178017801780178,-0.900977,-0.957072,-0.645849
0.179017901790179,0.410916,1.228549,-0.239258
0.18001800180018002,0.169843,-0.715104,1.029391
0.18101810181018102,-0.662006,1.146417,0.276171
0.18201820182018202,0.163911,-0.575745,0.107933
0.18301830183018303,-1.027328,0.47245,-0.618821
0.18401840184018403,0.711157,0.057231,0.853974
0.185018501850185,-0.320113,-0.681059,1.017502
0.186018601860186,0.206515,0.987433,-0.66625
0.18701870187018702,-0.305327,-1.051733,-0.990931
0.18801880188018802,-0.90927,1.022317,0.829748
0.18901890189018902,0.889447,-0.637201,1.002986
0.19001900190019003,-1.142632,0.998776,-0.072807
0.19101910191019103,1.150675,0.247885,-1.186917
0.192019201920192,-0.379075,-0.562765,-0.065254
0.193019301930193,-0.038215,0.463945,1.147002
0.19401940194019401,-0.13308,-1.01527,-0.058912
0.19501950195019502,-0.742918,1.109072,-1.540362
0.19601960196019602,0.858044,-1.41821,0.180444
0.19701970197019703,-0.545811,1.30075,1.853758
0.19801980198019803,0.903355,-1.277569,-0.362033
0.19901990199019903,-0.998683,0.151329,-1.277963
0.2000200020002,1.128861,0.150829,0.367429
0.201020102010201,0.17275,-0.593567,1.343296
0.20202020202020202,0.117207,1.068075,0.00824
0.20302030203020302,0.466779,-0.35694,-1.394895
0.20402040204020402,-0.724002,0.975625,0.070971
0.20502050205020503,1.221865,-0.684978,1.166456
0.20602060206020603,-1.020726,0.398131,-0.169862
0.20702070207020704,0.25663,0.029271,-1.129296
0.208020802080208,0.2508,0.3128,-0.632869
0.20902090209020902,-0.561838,0.550668,1.095652
0.21002100210021002,0.096743,-0.482334,-0.438085
0.21102110211021102,-0.648734,1.037772,-1.295786
0.21202120212021203,0.60628,-0.50922,-0.069539
0.21302130213021303,-0.688788,0.675902,1.322763
0.21402140214021403,1.06419,-0.129762,0.183801
0.215021502150215,-0.550273,0.049142,-0.700254
0.21602160216021601,-0.476002,0.17417,-0.928412
0.21702170217021702,-0.238407,-0.695339,1.035405
0.21802180218021802,-1.056475,0.436812,0.711527
0.21902190219021903,0.491446,-1.400764,-0.785282
0.22002200220022003,-1.264272,1.16488,-0.474749
0.22102210221022103,1.300859,-0.823247,1.196574
0.22202220222022204,-1.21061,0.749021,0.882595
0.223022302230223,0.068164,0.034422,-0.762908
0.22402240224022402,0.148309,-0.331154,-0.256753
0.22502250225022502,-0.630136,0.363552,0.996132
0.22602260226022602,1.314695,-0.80149,0.580833
0.22702270227022703,-0.816915,0.885459,-0.599757
0.22802280228022803,0.618866,-0.899992,-1.171918
0.22902290229022904,-1.127118,0.920084,1.280527
0.23002300230023,-0.096343,-0.064373,0.63964
0.23102310231023102,0.345939,-0.101737,-0.793166
0.23202320232023202,-1.030281,-0.00509,-0.814226
0.23302330233023302,0.784896,-0.106696,0.83969
0.23402340234023403,-0.727745,1.445796,0.445186
0.23502350235023503,0.645746,-1.260013,-0.359155
0.23602360236023603,-0.85027,0.970611,-0.677875
0.23702370237023704,-0.074671,-0.385768,0.545059
0.23802380238023801,0.24467,0.57682,0.182593
0.23902390239023902,-1.052303,-0.089153,-0.410051
0.24002400240024002,1.164083,-0.944797,-0.991906
0.24102410241024103,-1.23754,0.330103,0.780839
0.24202420242024203,0.550837,-0.779135,0.937523
0.24302430243024303,-0.626286,0.914697,-0.089651
0.24402440244024404,0.364547,-1.042416,-0.937346
0.245024502450245,0.479769,1.348146,0.323744
0.24602460246024602,-0.749711,-0.016824,0.360247
0.24702470247024702,0.189121,0.830187,-0.658828
0.24802480248024802,-0.624428,0.458593,-0.94419
0.24902490249024903,0.563573,-0.541917,0.399886
0.25002500250025,-0.646266,0.696615,1.571282
0.251025102510251,0.291273,-1.30378,-0.648154
0.252025202520252,-0.040301,1.040082,-0.883502
0.253025302530253,0.070669,-0.690187,-0.096962
0.254025402540254,0.1686,0.305269,1.733083
0.255025502550255,-0.600261,0.030659,-0.267948
0.256025602560256,1.019757,-0.654707,-0.654552
0.25702570257025703,-0.827791,0.972598,-0.442829
0.25802580258025803,0.399418,-0.835308,0.961255
0.25902590259025904,-0.109038,0.581471,0.356052
0.26002600260026004,-0.592318,-1.005303,-0.688409
0.26102610261026105,1.348581,0.833477,-0.107922
0.26202620262026205,-1.07971,-0.839959,1.074514
0.26302630263026305,1.095186,0.161056,0.375601
0.264026402640264,-0.959073,0.609685,-0.756784
0.265026502650265,0.490434,-0.676963,-0.294909
0.266026602660266,-0.052688,1.00709,0.889419
0.267026702670267,-0.547083,-0.950686,-0.248233
0.268026802680268,0.83885,0.98258,-0.637936
0.269026902690269,-0.941101,-0.767958,-0.023924
0.27002700270027,0.988955,0.593143,0.77899
0.27102710271027103,-1.215128,-0.054254,-0.104705
0.27202720272027203,0.421652,-0.440606,-1.026787
0.27302730273027304,0.192925,0.428928,-0.554575
0.27402740274027404,-0.631353,-0.717284,0.870528
0.27502750275027504,0.71326,1.100689,0.720364
0.27602760276027605,-0.91264,-1.044609,-0.723958
0.27702770277027705,1.115294,1.161783,-0.969262
0.27802780278027805,-0.591319,-0.127723,0.938828
0.279027902790279,0.969875,-0.35814,0.611814
0.28002800280028,-0.049396,0.632697,-0.87137
0.281028102810281,-0.482159,-0.362065,-1.155389
0.282028202820282,0.464096,0.884577,0.707705
0.283028302830283,-0.828257,-1.230723,0.461092
0.284028402840284,1.072751,0.574836,-0.692909
0.285028502850285,-1.150696,-0.658114,-0.518248
0.28602860286028603,1.024035,0.687655,0.535476
0.28702870287028703,-0.234887,-0.076115,0.752827
0.28802880288028804,-0.308918,-0.172669,-0.424112
0.28902890289028904,0.097817,0.248356,-0.899925
0.29002900290029004,-0.972706,-0.986828,0.594509
0.29102910291029105,1.055829,1.226268,1.039539
0.29202920292029205,-0.974223,-0.638389,-0.72594
0.29302930293029306,0.740846,1.160736,-0.725064
0.294029402940294,-0.337624,-0.272398,0.091217
0.295029502950295,-0.020441,-0.026296,0.523269
0.296029602960296,0.567477,0.19414,0.04335
0.297029702970297,-1.204969,-0.4096,-0.674268
0.298029802980298,0.893227,0.750144,0.440633
0.299029902990299,-0.550223,-0.899848,0.396697
0.3000300030003,1.120927,1.251891,0.104998
0.30103010301030103,-0.832372,-0.951305,-1.048767
0.30203020302030203,0.247306,0.159806,0.317032
0.30303030303030304,0.675953,-0.618494,0.675578
0.30403040304030404,-0.821887,-0.287359,-0.160936
0.30503050305030505,1.107516,0.302341,-1.068329
0.30603060306030605,-1.017344,-1.000054,0.536378
0.30703070307030705,0.709646,0.380819,0.801687
0.30803080308030806,-0.102036,-0.940176,0.121935
0.309030903090309,0.088299,0.633703,-0.571143
0.31003100310031,0.280003,-0.059902,0.149482
0.311031103110311,-0.773656,-0.087573,1.008939
0.312031203120312,0.592419,0.494318,0.260298
0.313031303130313,-1.081837,-0.676407,-0.691391
0.314031403140314,0.90559,0.763566,-0.468352
0.31503150315031503,-0.527514,-0.875659,0.92287
0.31603160316031603,0.11948,0.844324,0.337027
0.31703170317031704,-0.126561,-0.154759,-1.334003
0.31803180318031804,-0.85906,0.893337,-0.915901
0.31903190319031904,0.967241,0.56309,1.165115
0.32003200320032005,-0.734848,-0.617409,0.40514
0.32103210321032105,1.107332,0.726197,-1.015786
0.32203220322032206,-0.047618,-0.597805,-0.342483
0.32303230323032306,0.18993,1.003522,0.224207
0.324032403240324,0.102939,-1.47389,-0.136003
0.325032503250325,-0.052477,0.142283,-0.120914
0.326032603260326,0.783831,-0.408763,-0.220009
0.327032703270327,-0.465135,0.126312,0.740791
0.328032803280328,1.525974,0.62261,0.036857
0.329032903290329,-0.396353,-0.580087,-0.76338
0.33003300330033003,0.439336,0.830739,-0.894649
0.33103310331033103,0.333966,-1.125828,0.815871
0.33203320332033204,-0.318914,0.996828,0.636205
0.33303330333033304,0.380812,-0.450469,-0.919461
0.33403340334033405,-0.83435,0.410208,-0.724946
0.33503350335033505,0.91277,0.269928,0.735747
0.33603360336033605,-0.335795,-0.57001,0.945304
0.33703370337033706,0.63888,0.949739,-0.553472
0.33803380338033806,-0.191083,-1.192527,-0.997854
0.339033903390339,-0.264225,1.054862,0.31412
0.34003400340034,0.367604,-1.257709,0.518359
0.341034103410341,-1.402431,0.579828,-0.506193
0.342034203420342,0.999021,-0.325706,-0.755772
0.343034303430343,-0.73861,-0.119774,0.242774
0.344034403440344,0.668315,-0.164391,1.111159
0.34503450345034503,-0.367379,-0.888492,-0.153622
0.34603460346034604,-0.096177,0.970089,-1.086474
0.34703470347034704,0.296971,-1.009187,0.452859
0.34803480348034804,-0.916245,1.304386,0.816131
0.34903490349034905,0.617327,-0.324768,-0.081846
0.35003500350035005,-0.506069,0.264166,-1.002176
0.35103510351035105,0.60621,0.045743,0.016019
0.35203520352035206,-0.347408,-0.41832,0.904233
0.35303530353035306,-0.625159,0.61917,-0.552216
0.354035403540354,0.374941,-1.011548,-1.056609
0.355035503550355,-1.348288,1.498871,0.324345
0.356035603560356,0.900332,-1.206548,0.721674
0.357035703570357,-0.590685,0.806231,0.087937
0.358035803580358,0.802515,-0.634841,-1.157407
0.35903590359035903,-0.366676,-0.012489,0.267414
0.36003600360036003,-0.864985,0.759758,0.504867
0.36103610361036104,0.61994,-1.424156,0.027236
0.36203620362036204,-0.806487,0.687662,-1.073607
0.36303630363036304,1.081242,-1.167096,-0.24338
0.36403640364036405,-1.155282,0.743245,1.214194
0.36503650365036505,0.933964,-0.694485,-0.575611
0.36603660366036606,-0.578527,0.204373,-1.032201
0.36703670367036706,0.083848,0.490143,-0.205718
0.36803680368036806,0.765895,-0.458469,0.781892
0.369036903690369,-1.088955,0.603102,0.003844
0.37003700370037,0.661801,-1.027282,-1.284072
0.371037103710371,-1.331481,1.359986,-0.008973
0.372037203720372,0.804901,-1.170126,1.430522
0.373037303730373,-0.527144,0.673466,0.118416
0.37403740374037403,0.122655,-0.621719,-0.519412
0.37503750375037503,0.27957,-0.180795,-0.291867
0.37603760376037604,-0.872529,-0.22071,1.734118
0.37703770377037704,1.286329,-1.382289,0.781141
0.37803780378037805,-1.276204,1.027361,-1.026782
0.37903790379037905,0.609513,-0.519518,-0.439759
0.38003800380038005,-0.476416,1.369017,0.210319
0.38103810381038106,-0.040424,-0.676946,0.23351
0.38203820382038206,0.329237,0.832664,-0.316019
0.38303830383038306,-0.687722,-0.313096,-0.545197
0.384038403840384,0.435375,-0.709283,0.671103
0.385038503850385,-0.492213,0.409556,0.706965
0.386038603860386,0.959662,-1.065902,-0.699769
0.387038703870387,-0.62738,1.107298,-0.979775
0.38803880388038803,-0.299828,-0.989942,0.442214
0.38903890389038903,0.34027,0.425397,0.833873
0.39003900390039004,-0.496617,-0.521855,-0.65192
0.39103910391039104,0.642946,0.618895,-0.939242
0.39203920392039204,-0.231538,0.305512,0.843848
0.39303930393039305,1.231478,-1.058418,0.861734
0.39403940394039405,-0.777609,0.937983,-0.073482
0.39503950395039505,0.004938,-1.265687,-0.937422
0.39603960396039606,-0.001625,0.806334,0.198419
0.39703970397039706,-1.19181,-0.907546,0.927758
0.39803980398039807,1.14784,0.689552,-0.530902
0.39903990399039907,-1.009234,-0.246227,-1.645995
0.4000400040004,1.26479,-0.356507,0.605358
0.401040104010401,-0.515673,0.750088,0.629855
0.402040204020402,-0.08325,-1.026936,-0.203796
0.40304030403040303,0.003424,0.768205,-1.126127
0.40404040404040403,-0.157652,-0.626642,0.572375
0.40504050405040504,0.271309,0.985415,0.860933
0.40604060406040604,-0.537778,-0.655055,-0.324213
0.40704070407040704,0.769202,-0.042353,-1.122385
0.40804080408040805,-0.574976,0.161087,0.4477
0.40904090409040905,0.372477,-0.83754,1.236409
0.41004100410041006,0.187934,0.708219,0.373323
0.41104110411041106,-0.36064,-0.345225,-0.998097
0.41204120412041206,1.053065,1.095824,-0.102656
0.41304130413041307,-1.091324,-1.214897,0.551191
0.41404140414041407,0.797797,0.418633,0.017539
0.415041504150415,-0.980904,0.099877,-0.753293
0.416041604160416,0.929341,-0.586861,0.207318
0.417041704170417,-0.043593,0.402182,0.569442
0.41804180418041803,-0.384595,-0.840746,-0.127809
0.41904190419041903,0.714193,1.299142,-0.50843
0.42004200420042004,-0.645657,-0.902931,-0.129834
0.42104210421042104,0.933286,0.782198,1.152789
0.42204220422042205,-0.324267,-0.012311,0.200962
0.42304230423042305,0.590543,-0.174545,-0.466475
0.42404240424042405,0.609642,-0.027672,-0.45294
0.42504250425042506,-0.202534,-0.698848,1.631349
0.42604260426042606,0.733256,1.293391,0.626355
0.42704270427042706,-1.059325,-0.228254,-0.944879
0.42804280428042807,1.082844,1.047803,-0.144713
0.4290429042904291,-1.157731,-0.281775,1.094212
0.43004300430043,0.844787,0.384781,0.178635
0.431043104310431,-0.035025,0.493193,-0.575225
0.43204320432043203,-0.290871,-0.465034,-0.612021
0.43304330433043303,0.479894,1.472385,0.75834
0.43404340434043404,-0.735123,-0.633676,0.338622
0.43504350435043504,0.839709,0.992775,-0.902361
0.43604360436043604,-0.664673,-0.593596,-1.173113
0.43704370437043705,1.211342,1.016455,1.28494
0.43804380438043805,-0.162321,-0.258832,0.754888
0.43904390439043905,-0.007294,-0.15744,-0.098468
0.44004400440044006,1.128831,0.409184,-0.67273
0.44104410441044106,-1.38906,-0.758826,0.869377
0.44204420442044207,1.173903,0.596208,0.397778
0.44304430443044307,-0.923425,-0.904261,-0.438541
0.4440444044404441,0.775033,0.862358,-0.113784
0.445044504450445,0.145889,-0.881492,0.047163
0.446044604460446,-0.401533,0.567745,0.307755
0.44704470447044703,0.275293,0.095644,-0.90122
0.44804480448044803,-1.03734,-0.794339,-0.64547
0.44904490449044904,0.565836,0.438579,0.794255
0.45004500450045004,-0.552141,-0.797182,1.037794
0.45104510451045104,0.891892,1.391103,-0.466413
0.45204520452045205,-0.412436,-1.06298,-1.155864
0.45304530453045305,-0.236087,0.805454,0.917182
0.45404540454045406,0.607122,-0.440128,1.417737
0.45504550455045506,-1.189633,-0.171363,-0.671104
0.45604560456045606,0.377827,0.861457,-1.119646
0.45704570457045707,-1.286461,-0.567997,-0.177599
0.45804580458045807,1.31418,1.29791,0.555479
0.4590459045904591,-0.655228,-0.858961,-0.284388
0.46004600460046,0.163037,0.848202,-1.4072
0.461046104610461,-0.042937,-0.584577,0.777505
0.46204620462046203,-1.251414,0.606599,0.919667
0.46304630463046303,0.970854,0.195641,-0.253529
0.46404640464046404,-0.67256,-0.502312,-0.719665
0.46504650465046504,1.186314,1.262338,0.045951
0.46604660466046605,-1.394033,-1.074918,1.289313
0.46704670467046705,0.538029,0.777018,0.025422
0.46804680468046805,0.879482,-0.652098,-0.951978
0.46904690469046906,-0.345908,0.140761,-0.073012
0.47004700470047006,0.965638,-0.480573,0.59992
0.47104710471047107,-1.516614,0.234795,0.214188
0.47204720472047207,0.441262,0.265616,-0.48308
0.4730473047304731,-0.450332,-1.519548,-0.473182
0.4740474047404741,-0.137138,0.649885,0.990815
0.475047504750475,0.499462,-1.268284,0.169507
0.47604760476047603,-1.036265,1.421016,-1.245727
0.47704770477047703,0.885143,-0.568595,-1.150598
0.47804780478047804,-0.686631,0.444638,1.860703
0.47904790479047904,1.119801,0.122763,0.395981
0.48004800480048004,-0.527375,-1.3218,-0.442006
0.48104810481048105,-0.12599,0.982014,-1.205907
0.48204820482048205,0.111349,-0.81042,0.681502
0.48304830483048306,-0.400438,0.630149,0.431359
0.48404840484048406,0.994289,-1.06515,-1.239294
0.48504850485048506,-0.951908,0.777915,-0.452587
0.48604860486048607,0.953366,-0.510335,0.678402
0.48704870487048707,-0.59931,0.132817,0.070726
0.4880488048804881,0.231187,0.61546,-0.699901
0.4890489048904891,0.033029,-1.055005,-0.679082
0.49004900490049,-0.365404,0.765692,0.885258
0.49104910491049103,0.566737,-1.098175,0.35465
0.49204920492049203,-0.770496,0.38065,-0.539875
0.49304930493049304,0.584904,-0.531972,-0.54329
0.49404940494049404,-0.526491,0.177016,1.246099
0.49504950495049505,0.346264,-0.036931,0.46757
0.49604960496049605,-0.073608,-0.477231,-0.660307
0.49704970497049705,-0.799486,0.677217,-1.245805
0.49804980498049806,1.216434,-0.797321,0.883346
0.49904990499049906,-1.12198,0.707936,0.662209
0.5000500050005,0.936206,-0.441252,-0.803383
0.5010501050105011,-1.053739,0.870144,-1.346083
0.502050205020502,0.683981,0.159779,0.721082
0.5030503050305031,-0.524449,0.016999,0.677013
0.504050405040504,-0.737468,0.41878,-0.4387
0.5050505050505051,0.684715,-0.903655,-1.179293
0.506050605060506,-0.35584,0.54918,0.570435
0.5070507050705071,1.505553,-0.854459,0.928454
0.508050805080508,-0.563724,0.561247,-0.125517
0.5090509050905091,0.502918,-0.937088,-1.12231
0.51005100510051,0.409749,0.247833,0.064356
0.5110511051105111,0.320077,-0.606706,0.92099
0.512051205120512,0.871456,-0.157636,0.227038
0.513051305130513,-1.208308,0.815992,-0.894877
0.5140514051405141,0.631362,-0.470513,-0.113597
0.515051505150515,-1.141624,1.060307,1.173081
0.5160516051605161,0.921814,-1.120618,-0.602627
0.517051705170517,-0.167469,1.119258,-1.032713
0.5180518051805181,0.321906,-0.278683,-0.374688
0.519051905190519,0.28821,-0.107188,0.683237
0.5200520052005201,-0.988846,0.309955,0.216561
0.521052105210521,1.073092,-0.017808,-0.737726
0.5220522052205221,-1.080044,1.149526,-0.266015
0.523052305230523,1.079241,-0.371956,1.009801
0.5240524052405241,-0.175933,0.757111,0.095028
0.525052505250525,-0.266563,-0.32764,-0.34595
0.5260526052605261,0.37274,0.226945,-0.676784
0.527052705270527,-0.804678,-0.258641,1.329998
0.528052805280528,0.84957,-0.609081,0.60445
0.5290529052905291,-0.597366,0.850485,-0.320354
0.53005300530053,0.973263,-0.89883,-0.893505
0.5310531053105311,-0.918681,1.193076,1.118457
0.532053205320532,0.102928,-0.891911,0.443423
0.5330533053305331,0.497026,0.614767,-1.138828
0.534053405340534,-1.061248,0.287088,-0.501366
0.5350535053505351,0.62874,0.252546,0.448073
0.536053605360536,-1.077614,0.890171,0.085927
0.5370537053705371,1.037767,-1.402363,-0.227501
0.538053805380538,-0.672384,1.29666,0.036276
0.5390539053905391,0.247695,-0.787285,0.971466
0.54005400540054,0.255834,1.242914,0.51978
0.5410541054105411,-0.824411,-0.513561,-0.106074
0.5420542054205421,1.001208,0.097886,-1.062149
0.543054305430543,-0.680928,0.506672,1.290566
0.5440544054405441,0.979303,-0.504079,1.02702
0.545054505450545,-0.638782,0.768802,-0.650585
0.5460546054605461,0.263233,-1.025146,-0.952569
0.547054705470547,-0.038047,0.745295,0.720356
0.5480548054805481,-0.681367,-0.337568,0.772667
0.549054905490549,0.749591,1.09734,-0.715729
0.5500550055005501,-1.147855,0.359401,-0.53844
0.551055105510551,0.739106,-0.101619,0.603492
0.5520552055205521,-1.084591,0.131497,1.355285
